https://scratch.mit.edu/studios/19850319,A,events-L1/,7
https://scratch.mit.edu/studios/18598010,B,events-L1/,7
https://scratch.mit.edu/studios/18604396,B,events-L1/,7
https://scratch.mit.edu/studios/18405470/,C,events-L1/,5
https://scratch.mit.edu/studios/18268610,D,events-L1/,8
https://scratch.mit.edu/studios/18404603,D,events-L1/,6
https://scratch.mit.edu/studios/18429044,D,events-L1/,7
https://scratch.mit.edu/studios/18445271,E,events-L1/,4
https://scratch.mit.edu/studios/18611553,E,events-L1/,5
https://scratch.mit.edu/studios/18634925,F,events-L1/,6
https://scratch.mit.edu/studios/19399885,F,events-L1/,6
https://scratch.mit.edu/studios/19407641/,F,events-L1/,6
https://scratch.mit.edu/studios/19411715,F,events-L1/,6
https://scratch.mit.edu/studios/19426686,F,events-L1/,6
https://scratch.mit.edu/studios/19469082,G,events-L1/,5
https://scratch.mit.edu/studios/19411824,H,events-L1/,5
https://scratch.mit.edu/studios/19417322,H,events-L1/,6
https://scratch.mit.edu/studios/19448013,I,events-L1/,8
https://scratch.mit.edu/studios/19458318,I,events-L1/,7
