ID,Error grading project,Background has an image.,There are at least 3 sprites.,The main sprite has a loop.,The main sprite moves.,The main sprite changes costume.,The main sprite has a wait block.,The main sprite does a complex dance.,Another sprite is animated.,A third sprite is animated.
304005268,0,1,1,1,1,1,1,1,1,0
304005325,0,1,1,0,0,0,0,0,0,0
304005356,0,1,1,1,0,1,1,0,1,1
304005400,0,1,1,0,1,1,1,0,0,0
304005410,0,1,1,0,0,1,1,0,0,0
304005473,0,1,1,1,0,1,1,0,1,0
304005616,0,1,1,0,0,1,1,0,0,0
304005629,0,1,1,0,1,0,0,0,0,0
304005678,0,1,1,1,0,1,1,0,1,1
304005690,0,1,1,0,0,0,0,0,0,0
304005744,0,1,1,1,1,1,1,1,0,0
304005815,0,1,1,1,0,1,1,0,1,0
304005865,0,1,1,0,0,1,0,0,0,0
304005880,0,1,1,0,0,0,0,0,0,0
304005919,0,1,1,1,0,1,1,0,0,0
304005923,0,1,1,0,0,0,0,0,0,0
304005938,0,1,1,0,0,0,0,0,0,0
304006035,0,1,1,0,0,0,0,0,0,0
304006083,0,1,1,0,0,1,0,0,0,0
304006130,0,1,1,0,0,0,0,0,0,0
304006158,0,1,1,0,1,0,0,0,0,0
304006171,0,1,1,0,0,0,0,0,0,0
304006179,0,1,1,0,1,1,0,0,0,0
304006218,0,1,1,1,1,1,1,1,1,1
304006901,0,1,1,0,0,0,0,0,0,0
304013801,0,1,0,1,1,1,1,1,0,0
